"230","0.8550185873605948","9437","4048.4588938714496",""
"110","0.40892193308550184","8165","3502.772795216741",""
"231","0.8587360594795539","9636","4133.8295964125555",""
"111","0.41263940520446096","5859","2513.5022421524664",""
"232","0.862453531598513","9138","3920.1883408071744",""
"112","0.4163568773234201","6445","2764.895366218236",""
"233","0.8661710037174721","13234","5677.366218236173",""
"113","0.4200743494423792","9539","4092.216741405082",""
"234","0.8698884758364313","15521","6658.485799701046",""
"114","0.42379182156133827","8352","3582.995515695067",""
"235","0.8736059479553904","17065","7320.859491778774",""
"115","0.4275092936802974","9029","3873.4275037369207",""
"236","0.8773234200743495","16408","7039.007473841554",""
"116","0.4312267657992565","7916","3395.9521674140506",""
"237","0.8810408921933085","17917","7686.366218236173",""
"117","0.4349442379182156","6953","2982.826606875934",""
"238","0.8847583643122676","21039","9025.699551569505",""
"118","0.43866171003717475","6264","2687.2466367713005",""
"239","0.8884758364312267","29086","12477.850523168909",""
"119","0.4423791821561338","6181","2651.63976083707",""
"10","0.03717472118959108","24944","10700.938714499252",""
"11","0.040892193308550186","25169","10797.463378176382",""
"12","0.04460966542750929","22264","9551.222720478325",""
"13","0.048327137546468404","23414","10044.571001494767",""
"14","0.05204460966542751","24763","10623.289985052315",""
"15","0.055762081784386616","35814","15364.152466367712",""
"16","0.05947955390334572","43071","18477.394618834078",""
"17","0.06319702602230483","46812","20082.278026905828",""
"18","0.06691449814126393","50543","21682.87144992526",""
"19","0.07063197026022305","14800","6349.177877428998",""
"240","0.8921933085501859","40293","17285.636771300447",""
"120","0.44609665427509293","9332","4003.414050822122",""
"241","0.895910780669145","19799","8493.741405082212",""
"0","0.0","16563","7105.502242152465",""
"121","0.44981412639405205","8176","3507.4917787742897",""
"242","0.8996282527881041","5786","2482.185351270553",""
"1","0.0037174721189591076","17293","7418.671150971599",""
"122","0.45353159851301117","7269","3118.390134529148",""
"243","0.9033457249070632","5960","2556.8310911808667",""
"2","0.007434944237918215","22395","9607.421524663676",""
"123","0.45724907063197023","6877","2950.2227204783258",""
"244","0.9070631970260223","4404","1889.3094170403585",""
"3","0.011152416356877323","22674","9727.112107623318",""
"124","0.46096654275092935","6359","2728.0014947683107",""
"245","0.9107806691449815","2011","862.7159940209267",""
"4","0.01486988847583643","20822","8932.606875934229",""
"125","0.4646840148698885","4573","1961.8101644245141",""
"246","0.9144981412639405","1593","683.3946188340807",""
"5","0.01858736059479554","20262","8692.367713004483",""
"126","0.4684014869888476","5226","2241.946188340807",""
"247","0.9182156133828996","2053","880.7339312406576",""
"6","0.022304832713754646","17246","7398.508221225709",""
"127","0.4721189591078067","6185","2653.355754857997",""
"248","0.9219330855018587","1722","738.7354260089686",""
"7","0.026022304832713755","15560","6675.216741405082",""
"128","0.4758364312267658","6513","2794.067264573991",""
"249","0.9256505576208178","1600","686.3976083707025",""
"8","0.02973977695167286","20039","8596.701046337817",""
"129","0.4795539033457249","7435","3189.603886397608",""
"9","0.03345724907063197","25596","10980.645739910313",""
"20","0.07434944237918216","12550","5383.931240657697",""
"21","0.07806691449814127","10207","4378.78774289985",""
"22","0.08178438661710037","12442","5337.5994020926755",""
"23","0.08550185873605948","16141","6924.4648729446935",""
"24","0.08921933085501858","13180","5654.200298953661",""
"25","0.09293680297397769","13141","5637.469357249626",""
"26","0.09665427509293681","12457","5344.03437967115",""
"27","0.10037174721189591","13209","5666.641255605381",""
"28","0.10408921933085502","11100","4761.883408071749",""
"29","0.10780669144981413","14710","6310.568011958146",""
"250","0.929368029739777","1242","532.8161434977578",""
"130","0.483271375464684","7906","3391.662182361734",""
"251","0.9330855018587361","1000","428.9985052316891",""
"131","0.48698884758364314","6164","2644.346786248131",""
"252","0.9368029739776952","646","277.13303437967113",""
"132","0.49070631970260226","5919","2539.2421524663673",""
"253","0.9405204460966543","642","275.4170403587444",""
"133","0.4944237918215613","6423","2755.457399103139",""
"254","0.9442379182156134","929","398.5396113602391",""
"134","0.49814126394052044","8006","3434.5620328849027",""
"255","0.9479553903345725","873","374.5156950672646",""
"135","0.5018587360594795","10450","4483.03437967115",""
"256","0.9516728624535316","617","264.69207772795215",""
"136","0.5055762081784386","10478","4495.046337817638",""
"257","0.9553903345724907","552","236.80717488789236",""
"137","0.5092936802973977","12295","5274.536621823617",""
"258","0.9591078066914498","519","222.65022421524662",""
"138","0.5130111524163569","11745","5038.587443946188",""
"259","0.9628252788104089","465","199.4843049327354",""
