"230","0.9583333333333334","518","113.54630416312659",""
"110","0.4583333333333333","9551","2093.592183517417",""
"231","0.9625","299","65.5412064570943",""
"111","0.4625","8446","1851.3746813933728",""
"232","0.9666666666666667","493","108.06627017841971",""
"112","0.4666666666666667","6953","1524.107051826678",""
"233","0.9708333333333333","821","179.964316057774",""
"113","0.4708333333333333","7644","1675.5751911639761",""
"234","0.975","641","140.50807136788444",""
"114","0.475","10902","2389.733220050977",""
"235","0.9791666666666666","558","122.3143585386576",""
"115","0.4791666666666667","14129","3097.0960067969413",""
"236","0.9833333333333333","514","112.66949872557349",""
"116","0.48333333333333334","11926","2614.195412064571",""
"237","0.9875","360","78.9124893797791",""
"117","0.4875","11039","2419.7638062871706",""
"238","0.9916666666666667","318","69.70603228547154",""
"118","0.49166666666666664","8530","1869.7875955819882",""
"239","0.9958333333333333","1267","277.7281223449448",""
"119","0.49583333333333335","8681","1902.8870008496176",""
"10","0.041666666666666664","28470","6240.6627017841965",""
"11","0.04583333333333333","24072","5276.615123194562",""
"12","0.05","20170","4421.291418861512",""
"13","0.05416666666666667","19701","4318.485981308411",""
"14","0.058333333333333334","22968","5034.616822429906",""
"15","0.0625","35752","7836.887000849618",""
"16","0.06666666666666667","40688","8918.864910790144",""
"17","0.07083333333333333","43319","9495.583687340697",""
"18","0.075","46913","10283.393372982158",""
"19","0.07916666666666666","32570","7139.388275276126",""
"240","1.0","1177","258.0",""
"120","0.5","12746","2793.940526762957",""
"0","0.0","21823","4783.631265930331",""
"121","0.5041666666666667","14956","3278.375531011045",""
"1","0.004166666666666667","32504","7124.9209855564995",""
"122","0.5083333333333333","15238","3340.1903143585387",""
"2","0.008333333333333333","30852","6762.800339847068",""
"123","0.5125","15737","3449.571792693288",""
"3","0.0125","28027","6143.556499575191",""
"124","0.5166666666666667","17851","3912.963466440102",""
"4","0.016666666666666666","25794","5654.079864061172",""
"125","0.5208333333333334","11683","2560.92948173322",""
"5","0.020833333333333332","23885","5235.6244689889545",""
"126","0.525","14042","3078.0254885301615",""
"6","0.025","14970","3281.444350042481",""
"127","0.5291666666666667","19551","4285.60577740017",""
"7","0.029166666666666667","19726","4323.966015293118",""
"128","0.5333333333333333","25131","5508.749362786746",""
"8","0.03333333333333333","26268","5757.981308411215",""
"129","0.5375","28337","6211.508920985556",""
"9","0.0375","28312","6206.02888700085",""
"20","0.08333333333333333","21254","4658.905692438402",""
"21","0.0875","20386","4468.638912489379",""
"22","0.09166666666666666","28798","6312.560747663551",""
"23","0.09583333333333334","29900","6554.12064570943",""
"24","0.1","28526","6252.93797790994",""
"25","0.10416666666666667","24037","5268.943075615973",""
"26","0.10833333333333334","20450","4482.667799490229",""
"27","0.1125","15851","3474.5607476635514",""
"28","0.11666666666666667","16766","3675.129991503823",""
